iter	Logloss
472	0.1967231606
473	0.196457715
474	0.195977851
475	0.1957146412
476	0.1955620624
477	0.1954182798
478	0.1951879774
479	0.1950645526
480	0.1948469667
481	0.1945812976
482	0.1942343992
483	0.1938623321
484	0.1936557218
485	0.1935300026
486	0.1935021526
487	0.1931573101
488	0.193093145
489	0.1927643729
490	0.1924905773
491	0.1922892826
492	0.1918051858
493	0.1913487295
494	0.1911374833
495	0.1906557215
496	0.1904082877
497	0.1901545381
498	0.1898476032
499	0.1894841162
500	0.1891876202
501	0.1889250426
502	0.1885989785
503	0.1882123544
504	0.1880643889
505	0.187859742
506	0.1875371051
507	0.1871809678
508	0.1869074086
509	0.1866988813
510	0.186540614
511	0.1862914902
512	0.1860365795
513	0.1856948581
514	0.1854613819
515	0.1852854851
516	0.185041368
517	0.184715929
518	0.1845393806
519	0.1841873107
520	0.1838228866
521	0.1835463416
522	0.1834467099
523	0.1832747248
524	0.1829210595
525	0.1825616878
526	0.18229877
527	0.1821948838
528	0.1819786853
529	0.1815700569
530	0.1813018982
531	0.1809635381
532	0.1807434285
533	0.1805167719
534	0.1802110488
535	0.180079469
536	0.1798583935
537	0.1796364228
538	0.1793634769
539	0.1790988966
540	0.1789353869
541	0.1785527641
542	0.1782788373
543	0.1780495784
544	0.1779042931
545	0.1776007421
546	0.1773322945
547	0.1771772492
548	0.1769680047
549	0.1767624129
550	0.1764442494
551	0.1762661698
552	0.1759962181
553	0.1757068879
554	0.1755089571
555	0.1753182225
556	0.1750524029
557	0.1749675446
558	0.1747537232
559	0.1746251897
560	0.1744893413
561	0.1742999
562	0.1739692153
563	0.1737147623
564	0.1734500617
565	0.1732870091
566	0.1731158519
567	0.1727819774
568	0.1725232579
569	0.1723145455
570	0.1720575716
571	0.171711603
572	0.1715317164
573	0.1713854743
574	0.1711090533
575	0.1709347261
576	0.1706078453
577	0.170403163
578	0.1702180391
579	0.1700632084
580	0.16966366
581	0.1694908819
582	0.1693716109
583	0.1692408037
584	0.1690401693
585	0.1687304448
586	0.1685228212
587	0.1683652995
588	0.1681448155
589	0.1679588214
590	0.1677317083
591	0.1675297127
592	0.1674580406
593	0.1672570515
594	0.1669847093
595	0.1667266375
596	0.1665117635
597	0.1663227384
598	0.1659909398
599	0.1658504877
600	0.1655413533
601	0.1652679323
602	0.1649191436
603	0.1646360797
604	0.1643220579
605	0.1641134364
606	0.1638628974
607	0.1635857236
608	0.1633321949
609	0.1631905812
610	0.1628796965
611	0.1625715459
612	0.1622768985
613	0.1620674679
614	0.1619624392
615	0.1618605025
616	0.161551846
617	0.1614975754
618	0.1613243992
619	0.1610313335
620	0.1608212695
621	0.1607490768
622	0.1604883369
623	0.1602824782
624	0.1601070625
625	0.1598321914
626	0.1595298112
627	0.1593324145
628	0.1591586011
629	0.1589021727
630	0.1586539746
631	0.1584898331
632	0.1582986468
633	0.15801052
634	0.1577269316
635	0.1575240834
636	0.1572590696
637	0.1570534051
638	0.1569309369
639	0.1567922927
640	0.156574851
641	0.1563470883
642	0.1561505819
643	0.1558842059
644	0.1556417511
645	0.1553589039
646	0.1551849459
647	0.1551218101
648	0.1549190176
649	0.1547767756
650	0.1546604273
651	0.1544791991
652	0.1543642201
653	0.154109782
654	0.1539430659
655	0.1537025598
656	0.1535088301
657	0.1533031685
658	0.1530525601
659	0.1527601582
660	0.1525011379
661	0.1523682558
662	0.1520968226
663	0.151905036
664	0.1517046251
665	0.1516000923
666	0.1515250385
667	0.1512333305
668	0.1511420901
669	0.150949882
670	0.1507724647
671	0.1506087747
672	0.1504713156
673	0.1501496909
674	0.1499638675
675	0.1497250401
676	0.1494906819
677	0.1493941623
678	0.1492768908
679	0.149008313
680	0.1486758646
681	0.1485343054
682	0.1483448283
683	0.148160886
684	0.1479169586
685	0.1478288941
686	0.1475474739
687	0.1474322054
688	0.1472069159
689	0.1471468058
690	0.1470192655
691	0.1467999648
692	0.1467135167
693	0.146526201
694	0.146304428
695	0.1461654775
696	0.1459714216
697	0.1458202118
698	0.145704863
699	0.1454185022
700	0.1451803185
701	0.1449152069
702	0.1447621369
703	0.1445348279
704	0.1443926672
705	0.1443289986
706	0.1442089078
707	0.1438512815
708	0.1435843132
709	0.1434103094
710	0.1432642771
711	0.1430819099
712	0.1428822123
713	0.1426982402
714	0.1424785752
715	0.1423212243
716	0.1421613176
717	0.1419713343
718	0.1418554961
719	0.141653854
720	0.1414939194
721	0.1412272259
722	0.1411207816
723	0.1411028666
724	0.1409847703
725	0.140701168
726	0.1406159979
727	0.1405256543
728	0.1403776631
729	0.1401883868
730	0.1400120858
731	0.1397972962
732	0.1395784606
733	0.1394488847
734	0.1393094804
735	0.1391253562
736	0.1390146379
737	0.1388695311
738	0.1386153255
739	0.1385114569
740	0.138401751
741	0.1382784007
742	0.1381251263
743	0.1379527396
744	0.1378095032
745	0.1375733912
746	0.1374104836
747	0.1372583863
748	0.1371136808
749	0.136964388
750	0.1368818145
751	0.1366354751
752	0.1363687662
753	0.1362074747
754	0.1360729986
755	0.1357731952
756	0.1356754894
757	0.1355314449
758	0.1354219866
759	0.1352193268
760	0.1349690084
761	0.1348962987
762	0.1346819063
763	0.1344210011
764	0.1342867335
765	0.1341621937
766	0.1340651284
767	0.1338888189
768	0.133763353
769	0.1336497844
770	0.1333552345
771	0.1332027992
772	0.132973017
773	0.1327930336
774	0.1326760621
775	0.1325946705
776	0.1324552873
777	0.1323171545
778	0.1321606778
779	0.1319061309
780	0.1316473162
781	0.1315364235
782	0.1314524391
783	0.1312916403
784	0.1312240261
785	0.1311052033
786	0.1309992786
787	0.1308918796
788	0.1307647034
789	0.1306515824
790	0.1305201732
791	0.1305019316
792	0.1303370526
793	0.1301462181
794	0.1300002336
795	0.1299014996
796	0.1297732024
797	0.1295093079
798	0.1293296656
799	0.1291903671
800	0.1291353048
801	0.1290788154
802	0.1288523052
803	0.1287833967
804	0.1286459244
805	0.1285085682
806	0.1283535101
807	0.1281645542
808	0.1280017675
809	0.1278444233
810	0.1277231247
811	0.1275631835
812	0.1274601212
813	0.1273659321
814	0.1271486341
815	0.1269746065
816	0.1267227776
817	0.1265716751
818	0.1263785466
819	0.1261878267
820	0.1259823781
821	0.1258517296
822	0.1257105733
823	0.1255659429
824	0.1255084353
825	0.1252909986
826	0.1250722755
827	0.124848779
828	0.1246178702
829	0.1244377757
830	0.1242094065
831	0.124115168
832	0.1238719494
833	0.1238070176
834	0.1236867074
835	0.1235100484
836	0.1233313293
837	0.1231821256
838	0.1229917895
839	0.1227939039
840	0.1225989633
841	0.1225336611
842	0.1224213061
843	0.1221744782
844	0.1219876322
845	0.1218416293
846	0.1215625309
847	0.1214299734
848	0.1213504158
849	0.1212941386
850	0.121221109
851	0.1211153108
852	0.1209155625
853	0.1207084989
854	0.120599295
855	0.1203936649
856	0.1202514235
857	0.1200996112
858	0.1199902867
859	0.1199089408
860	0.119729258
861	0.1195705151
862	0.119406314
863	0.1191935615
864	0.1190179644
865	0.1188438123
866	0.1187658298
867	0.1186214522
868	0.1185424254
869	0.1184318676
870	0.1182107355
871	0.1181221959
872	0.1180273004
873	0.1179377377
874	0.1178852313
875	0.1176761885
876	0.1175202172
877	0.1174506787
878	0.1173120457
879	0.1171622568
880	0.1170071053
881	0.1168286874
882	0.1165815288
883	0.116492977
884	0.1162886454
885	0.1161055526
886	0.115945582
887	0.1157250376
888	0.1156069231
889	0.1155143056
890	0.1154394106
891	0.1152724782
892	0.1151347196
893	0.1149751756
894	0.1148352409
895	0.1146379167
896	0.1145674494
897	0.1143870335
898	0.1143020518
899	0.1141951223
900	0.1140559061
901	0.1139462382
902	0.113822439
903	0.113791875
904	0.1135988729
905	0.1134556827
906	0.1132481278
907	0.1130385419
908	0.1129282994
909	0.1129065591
910	0.1127812511
911	0.1126892198
912	0.1125201455
913	0.1124261545
914	0.1123480301
915	0.1122102804
916	0.1120291688
917	0.1119638588
918	0.1117986149
919	0.1115650819
920	0.1114072332
921	0.1113655412
922	0.1112564509
923	0.1111239719
924	0.110986811
925	0.110922153
926	0.1108626603
927	0.1107251682
928	0.110607775
929	0.1104549911
930	0.1103401983
931	0.1101798183
932	0.1100657255
933	0.1099614357
934	0.1098803149
935	0.1098017386
936	0.1096696409
937	0.1095431632
938	0.1094970991
939	0.1094838982
940	0.1093556675
941	0.1091399703
942	0.1089375543
943	0.1088820862
944	0.1087783889
945	0.1086351569
946	0.1085617328
947	0.1083951015
948	0.1082938363
949	0.1081117288
950	0.1079723372
951	0.1078026899
952	0.1075898502
953	0.1074444044
954	0.1073331327
955	0.1072207894
956	0.1071511275
957	0.1069277438
958	0.1067868257
959	0.1067028327
960	0.1065302767
961	0.1063807902
962	0.1063120317
963	0.1061493902
964	0.1059903188
965	0.1058354529
966	0.1057336632
967	0.1056404593
968	0.1054850165
969	0.1054593757
970	0.1053086021
971	0.105147825
972	0.1050721993
973	0.1049249159
974	0.1048769833
975	0.1046678932
976	0.1045585665
977	0.1044643267
978	0.1043536831
979	0.1041811899
980	0.1040514579
981	0.1038981455
982	0.1036899868
983	0.1036342382
984	0.1034822532
985	0.1033938753
986	0.10336341
987	0.1032594987
988	0.103119642
989	0.1029141718
990	0.102795661
991	0.1027196969
992	0.1025587568
993	0.1024862587
994	0.1023163335
995	0.1022843085
996	0.102167871
997	0.1020632563
998	0.1019563967
999	0.1018288732
